[1, 16.766961, -14.518523, -20.203779, -13.581932, 2]
[1, 21.161666, -11.297811, -16.208808, -11.411068, 2]
[1, 18.279205, -12.487989, -18.589543, -11.436378, 0]
[1, 17.53163, -14.198901, -19.180736, -13.825417, 2]
[1, 9.749707, -19.469471, -20.58994, -19.226044, 1]
[1, 16.692247, -15.038405, -17.869366, -14.984541, 1]
[1, 15.256367, -16.135572, -18.26152, -16.089317, 1]
[1, 20.870281, -10.938158, -15.438229, -11.05159, 2]
[1, 14.530013, -16.624509, -18.794758, -16.567386, 1]
[1, 20.810034, -11.031877, -15.457345, -11.145427, 0]
[1, 18.680795, -12.777452, -19.028161, -12.388381, 0]
[1, 16.096093, -14.992027, -18.389395, -14.823006, 0]
[1, 11.592912, -18.335164, -19.991092, -18.100689, 0]
[1, 16.264683, -14.428995, -15.518556, -14.503056, 0]
[1, 14.640131, -16.558097, -18.768342, -16.500564, 0]
[1, 16.755041, -13.932493, -16.371578, -13.074479, 0]
[1, 0.0, -30.366374, -28.098015, -30.739885, 0]
[1, 18.747069, -13.57417, -18.482719, -13.385779, 2]
[1, 16.752113, -13.936148, -16.372664, -13.078398, 0]
[1, 13.965276, -16.679541, -18.089557, -16.528394, 0]
[1, 21.600491, -10.394392, -14.858462, -10.56988, 2]
[1, 12.437723, -17.914751, -19.629811, -17.754203, 2]
[1, 0.353388, -30.366374, -28.098015, -30.739885, 0]
[1, 12.670023, -17.716791, -19.546645, -17.563345, 1]
[1, 16.959572, -15.0819, -17.667506, -15.041401, 0]
[1, 19.199584, -13.055286, -18.014036, -12.947616, 1]
[1, 19.882456, -12.373167, -17.743246, -12.307938, 2]
[1, 16.440545, -15.097902, -19.197658, -14.028367, 0]
[1, 13.435404, -17.357854, -19.841019, -16.996328, 0]
[1, 7.790825, -21.601468, -21.917967, -20.568074, 0]
[1, 9.216285, -21.615576, -21.916487, -22.011199, 1]
[1, 16.440051, -15.491456, -18.745653, -15.353367, 1]
[1, 18.717579, -13.204165, -19.05724, -12.587365, 0]
[1, 15.16666, -16.19619, -18.286285, -16.149309, 1]
[1, 18.691546, -12.761412, -19.026788, -12.37215, 0]
[1, 18.209527, -13.427548, -19.089319, -13.040277, 0]
[1, 18.637913, -12.841846, -19.033648, -12.452442, 0]
[1, 18.395134, -13.184386, -19.065005, -12.796308, 0]
[1, 8.178557, -22.328817, -22.367396, -22.554705, 0]
[1, 16.648507, -15.751403, -19.717061, -17.164283, 0]
[1, 17.414078, -14.538313, -19.655699, -13.846602, 0]
[1, 10.519923, -19.042496, -20.377469, -18.794785, 1]
[1, 18.012996, -12.55241, -16.664852, -11.653354, 0]
[1, 17.208434, -13.315409, -16.212091, -12.45323, 0]
[1, 16.2448, -15.502894, -18.860974, -14.503661, 0]
[1, 11.932581, -18.627349, -21.11833, -19.695387, 2]
[1, 11.91905, -18.665021, -21.122244, -19.715367, 3]
[1, 18.466681, -13.214662, -18.315436, -12.905605, 0]
[1, 16.990985, -14.75447, -19.256755, -14.364017, 0]
[1, 17.6172, -13.479897, -19.30446, -12.33632, 0]
[1, 18.648615, -12.825711, -19.032277, -12.436555, 0]
[1, 0.0, -30.366374, -28.098015, -30.739885, 0]
[1, 11.601461, -19.06098, -20.834154, -17.766988, 1]
[1, 18.627223, -12.857457, -19.035018, -12.468244, 0]
[1, 18.680795, -12.777452, -19.028161, -12.388381, 0]
[1, 15.866203, -17.028738, -19.473328, -15.934412, 0]
[1, 20.676101, -12.277468, -15.143158, -12.487439, 2]
[1, 14.612809, -16.369667, -19.373262, -16.065565, 1]
[1, 18.226499, -13.958905, -18.305573, -13.834478, 2]
[1, 18.691546, -12.761412, -19.026788, -12.37215, 0]
[1, 18.648615, -12.82593, -19.032277, -12.436555, 0]
[1, 16.527103, -15.425175, -18.728946, -15.288797, 0]
[1, 18.616546, -12.873425, -19.036388, -12.483964, 0]
[1, 13.625885, -17.597837, -20.960701, -15.932679, 0]
[1, 12.169966, -18.686617, -20.734971, -17.371413, 0]
[1, 16.973244, -14.769648, -19.259299, -14.380674, 1]
[1, 18.670056, -12.793845, -19.029534, -12.404526, 0]
[1, 18.584588, -12.91952, -19.040493, -12.530633, 0]
[1, 18.108031, -13.5515, -19.102741, -13.167673, 0]
[1, 18.527447, -13.944156, -17.270872, -13.957709, 1]
[1, 18.627223, -12.857237, -19.035018, -12.468244, 0]
[1, 18.627223, -12.857457, -19.035018, -12.468244, 0]
[1, 18.680795, -12.777672, -19.028161, -12.388381, 0]
[1, 18.637913, -12.841186, -19.033648, -12.452442, 0]
[1, 18.691546, -12.761412, -19.026788, -12.37215, 0]
[1, 18.605881, -12.888431, -19.037757, -12.499602, 0]
[1, 17.465684, -14.284724, -19.189857, -13.894644, 0]
[1, 17.513136, -14.605733, -18.436263, -14.485733, 2]
[1, 18.670056, -12.793845, -19.029534, -12.404526, 0]
[1, 18.691546, -12.761412, -19.026788, -12.37215, 0]
[1, 0.0, -30.366374, -28.098015, -30.739885, 0]
[1, 18.680795, -12.777452, -19.028161, -12.388381, 0]
[1, 18.674751, -12.960337, -18.078776, -12.677802, 0]
[1, 23.144228, -8.324052, -11.835934, -8.601296, 1]
[1, 11.964273, -18.56366, -21.109178, -19.647973, 1]
[1, 18.670056, -12.793625, -19.029534, -12.404526, 0]
